building_or_sheet,sheet,point_name
OTHER,OTHER,Acc-Act-En-Exp-Tot_RVA_M1_Hourly_kWh
SDE1,SDE1,Acc-Act-En-Exp-Tot_SDE1_M1_Hourly_kWh
SDE1,SDE1,Acc-Act-En-Exp-Tot_SDE1_M1_Hourly_kWh_Normalized
SDE1,SDE1,Acc-Act-En-Exp-Tot_SDE1_M1_kWh
SDE1,SDE1,Acc-Act-En-Exp-Tot_SDE1_M1_Monthly_kWh
SDE1,SDE1,BACnet_AHU-SDE1-L4-1_BTU_AbsPower_kW Command
SDE1,SDE1,BACnet_AHU-SDE1-L4-1_BTU_AbsPower_kW.PRESENT_VALUE
SDE1,SDE1,SDE1 DBE-SDE1-5 WC Daily Consumption - E539
SDE1,SDE1,SDE1 DBE-SDE1-5 WC Hourly Consumption - E539
SDE1,SDE1,SDE1 DBE-SDE1-5 WC Monthly Consumption - E539
SDE1,SDE1,SDE1 Electrical.SDE1 Tot Elec kWh
SDE1,SDE1,SDE1 Electrical.SDE1 Tot Elec kWh_NET
SDE1,SDE1,SDE1 ESB-SDE1-3 Daily Consumption - E540
SDE1,SDE1,SDE1 ESB-SDE1-3 Hourly Consumption - E540
SDE1,SDE1,SDE1 ESB-SDE1-3 Monthly Consumption - E540
SDE1,SDE1,SDE1 Net Energy Balance.SDE1 Tot Building Kwh
SDE1,SDE1,SDE1 Net_BTU_Elec_kWh_NET
SDE1,SDE1,SDE1 SB-SDE1-2 Daily Consumption - E547
SDE1,SDE1,SDE1 SB-SDE1-2 Hourly Consumption - E547
SDE1,SDE1,SDE1 SB-SDE1-2 Monthly Consumption - E547
SDE1,SDE1,SDE1 SB-SDE1-3 Delivered Daily Consumption - E541
SDE1,SDE1,SDE1 SB-SDE1-3 Delivered Hourly Consumption - E541
SDE1,SDE1,SDE1 SB-SDE1-3 Delivered Monthly Consumption - E541
SDE1,SDE1,SDE1 SB-SDE1-3 Received Daily Consumption - E541
SDE1,SDE1,SDE1 SB-SDE1-3 Received Hourly Consumption - E541
SDE1,SDE1,SDE1 SB-SDE1-3 Received Monthly Consumption - E541
SDE2,SDE2,NCE-SDE2_NCE-SDE2/FCB.Power_Meters.PWM-SDE2_AC.Watt
SDE2,SDE2,NCE-SDE2_NCE-SDE2/FCB.Power_Meters.PWM-SDE2_AC.Watt_Hour
SDE2,SDE2,NCE-SDE2_NCE-SDE2/FCB.Power_Meters.PWM-SDE2_MSB.Watt
SDE2,SDE2,NCE-SDE2_NCE-SDE2/FCB.Power_Meters.PWM-SDE2_MSB.Watt_Hour
SDE2,SDE2,NCE-SDE2_NCE-SDE2/FCB.Power_Meters.PWM-SDE2_SSB.Watt
SDE2,SDE2,NCE-SDE2_NCE-SDE2/FCB.Power_Meters.PWM-SDE2_SSB.Watt_Hour
SDE2,SDE2,NCE-SDE2_NCE-SDE2/M-BUS.BTU_Meters.BTU-SDE2.Calculated kW
SDE2,SDE2,NCE-SDE2_NCE-SDE2/M-BUS.BTU_Meters.BTU-SDE2.FLOW-RATE
SDE2,SDE2,NCE-SDE2_NCE-SDE2/M-BUS.BTU_Meters.BTU-SDE2.kW
SDE2,SDE2,NCE-SDE2_NCE-SDE2/M-BUS.BTU_Meters.BTU-SDE2.kWH
SDE2,SDE2,NCE-SDE2_NCE-SDE2/M-BUS.BTU_Meters.BTU-SDE2.kWH-NET
SDE2,SDE2,NCE-SDE2_NCE-SDE2/M-BUS.BTU_Meters.BTU-SDE2.RETURN-TEMP
SDE2,SDE2,NCE-SDE2_NCE-SDE2/M-BUS.BTU_Meters.BTU-SDE2.SUPPLY-TEMP
SDE2,SDE2,NCE-SDE2_NCE-SDE2/M-BUS.Water_Meters.WM-SDE2.Water_Flow
SDE2,SDE2,NCE-SDE2_NCE-SDE2/M-BUS.Water_Meters.WM-SDE2_NEW.Volume_1
SDE2,SDE2,SDE2 Total Cooling Daily Consumption
SDE2,SDE2,SDE2 Total Cooling Hourly Consumption
SDE2,SDE2,SDE2 Total Cooling Monthly Consumption
SDE3,SDE3,SDE3 FCB.GW.BTU-1.BI-6
SDE3,SDE3,SDE3 FCB.GW.BTU-1.Energy 0
SDE3,SDE3,SDE3 FCB.GW.BTU-1.Flow Temperature
SDE3,SDE3,SDE3 FCB.GW.BTU-1.Power
SDE3,SDE3,SDE3 FCB.GW.BTU-1.Return Temperature
SDE3,SDE3,SDE3 FCB.GW.BTU-1.Temperature Difference
SDE3,SDE3,SDE3 FCB.GW.BTU-1.Volume
SDE3,SDE3,SDE3 FCB.GW.BTU-1.Volume 3
SDE3,SDE3,SDE3 FCB.GW.BTU-1.Volume Flow
SDE3,SDE3,SDE3 INC Q1 - IC1 Daily Consumption - E544
SDE3,SDE3,SDE3 INC Q1 - IC1 Hourly Consumption - E544
SDE3,SDE3,SDE3 INC Q1 - IC1 Monthly Consumption - E544
SDE3,SDE3,SDE3 INC Q2 - IC2 Daily Consumption - E545
SDE3,SDE3,SDE3 INC Q2 - IC2 Hourly Consumption - E545
SDE3,SDE3,SDE3 INC Q2 - IC2 Monthly Consumption - E545
SDE3,SDE3,SDE3 Total Cooling Daily Consumption
SDE3,SDE3,SDE3 Total Cooling Hourly Consumption
SDE4,SDE4,Act_E-Recv_SDE4_ALL_Hourly_kWh
SDE4,SDE4,Act_E-Recv_SDE4_ALL_Hourly_kWh_Normalized
SDE4,SDE4,Act_E-Recv_SDE4_ALL_Monthly_kWh
SDE4,SDE4,Act_E-Recv_SDE4_M1_Hourly_kWh
SDE4,SDE4,Act_E-Recv_SDE4_M1_kWh
SDE4,SDE4,Act_E-Recv_SDE4_M1_Monthly_kWh
SDE4,SDE4,Act_E-Recv_SDE4_M2_Hourly_kWh
SDE4,SDE4,Act_E-Recv_SDE4_M2_kWh
SDE4,SDE4,Act_E-Recv_SDE4_M2_Monthly_kWh
SDE4,SDE4,Level 6 Wire Center.SDE4 Wire Center Level 6 Daily DX Consumption
SDE4,SDE4,Level 6 Wire Center.SDE4 Wire Center Level 6 Hourly DX Consumption
SDE4,SDE4,SDE4 Beehub VAV-L3-01 Airflow
SDE4,SDE4,SDE4 Beehub VAV-L3-02 Airflow
SDE4,SDE4,SDE4 Beehub VAV-L3-03 Airflow
SDE4,SDE4,SDE4 Beehub VAV-L4-01-01 Airflow
SDE4,SDE4,SDE4 Beehub VAV-L4-01-02 Airflow
SDE4,SDE4,SDE4 Beehub VAV-L4-01-03 Airflow
SDE4,SDE4,SDE4 Calculated Building Electrical Consumption
SDE4,SDE4,SDE4 Calculated Building Electrical Consumption ALL
SDE4,SDE4,SDE4 FCU_L2_01_BTU.Power_kW
SDE4,SDE4,SDE4 FCU_L2_02_BTU.Power_kW
SDE4,SDE4,SDE4 FCU_L2_03_BTU.Power_kW
SDE4,SDE4,SDE4 FCU_L2_04_BTU.Power_kW
SDE4,SDE4,SDE4 FCU_L2_05_BTU.Power_kW
SDE4,SDE4,SDE4 FCU_L2_06_BTU.Power_kW
SDE4 (2),SDE4 (2),Act_E-Recv_SDE4_ALL_Hourly_kWh
SDE4 (2),SDE4 (2),Act_E-Recv_SDE4_ALL_Hourly_kWh_Normalized
SDE4 (2),SDE4 (2),Act_E-Recv_SDE4_ALL_Monthly_kWh
SDE4 (2),SDE4 (2),Act_E-Recv_SDE4_M1_Hourly_kWh
SDE4 (2),SDE4 (2),Act_E-Recv_SDE4_M1_kWh
SDE4 (2),SDE4 (2),Act_E-Recv_SDE4_M1_Monthly_kWh
SDE4 (2),SDE4 (2),Act_E-Recv_SDE4_M2_Hourly_kWh
SDE4 (2),SDE4 (2),Act_E-Recv_SDE4_M2_kWh
SDE4 (2),SDE4 (2),Act_E-Recv_SDE4_M2_Monthly_kWh
SDE4 (2),SDE4 (2),Level 6 Wire Center.SDE4 Wire Center Level 6 Daily DX Consumption
SDE4 (2),SDE4 (2),Level 6 Wire Center.SDE4 Wire Center Level 6 Hourly DX Consumption
SDE4 (2),SDE4 (2),SDE4 Beehub VAV-L3-01 Airflow
SDE4 (2),SDE4 (2),SDE4 Beehub VAV-L3-02 Airflow
SDE4 (2),SDE4 (2),SDE4 Beehub VAV-L3-03 Airflow
SDE4 (2),SDE4 (2),SDE4 Beehub VAV-L4-01-01 Airflow
SDE4 (2),SDE4 (2),SDE4 Beehub VAV-L4-01-02 Airflow
SDE4 (2),SDE4 (2),SDE4 Beehub VAV-L4-01-03 Airflow
SDE4 (2),SDE4 (2),SDE4 Calculated Building Electrical Consumption
SDE4 (2),SDE4 (2),SDE4 Calculated Building Electrical Consumption ALL
SDE4 (2),SDE4 (2),SDE4 FCU_L2_01_BTU.Power_kW
SDE4 (2),SDE4 (2),SDE4 FCU_L2_02_BTU.Power_kW
SDE4 (2),SDE4 (2),SDE4 FCU_L2_03_BTU.Power_kW
SDE4 (2),SDE4 (2),SDE4 FCU_L2_04_BTU.Power_kW
SDE4 (2),SDE4 (2),SDE4 FCU_L2_05_BTU.Power_kW
SDE4 (2),SDE4 (2),SDE4 FCU_L2_06_BTU.Power_kW
