building,ahu,equipment,canonical_point,raw_point_name,point_path,unit,n_matching_raw_points,selection_note
HSS,AHU2-2,,supply_fan_command_or_status,HSS.AHU2-2.Status,HSS.AHU2-2.Status,,4,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,airflow_or_airflow_switch,HSS.AHU3-1.PEAF.Status,HSS.AHU3-1.PEAF.Status,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,cooling_coil_offcoil_temperature,HSS.AHU3-1.CoolingCoil.OCTemp,HSS.AHU3-1.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,cooling_coil_offcoil_temperature_setpoint,HSS.AHU3-1.CoolingCoil.OCTempSpB,HSS.AHU3-1.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,cooling_valve_command,HSS.AHU3-1.CoolingCoil.CoolingValve,HSS.AHU3-1.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,operation_mode_or_status,HSS.AHU3-1.Mode,HSS.AHU3-1.Mode,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,outdoor_air_damper_command,HSS.AHU3-1.FreshAirDuct.FaDamper,HSS.AHU3-1.FreshAirDuct.FaDamper,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,return_air_temperature,HSS.AHU3-1.ReturnAirDuct.RaTemp,HSS.AHU3-1.ReturnAirDuct.RaTemp,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,supply_air_static_pressure,HSS.AHU3-1.SupplyAirDuct.SaStatic,HSS.AHU3-1.SupplyAirDuct.SaStatic,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,supply_air_static_pressure_setpoint,HSS.AHU3-1.SupplyAirDuct.SaStaticSp,HSS.AHU3-1.SupplyAirDuct.SaStaticSp,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,supply_air_temperature,HSS.AHU3-1.SupplyAirDuct.SaTemp,HSS.AHU3-1.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-1,,supply_fan_command_or_status,HSS.AHU3-1.Status,HSS.AHU3-1.Status,,5,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2A,,airflow_or_airflow_switch,HSS.AHU3-2A.PEAF.Status,HSS.AHU3-2A.PEAF.Status,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2A,,cooling_coil_offcoil_temperature,HSS.AHU3-2A.CoolingCoil.OCTemp,HSS.AHU3-2A.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2A,,cooling_coil_offcoil_temperature_setpoint,HSS.AHU3-2A.CoolingCoil.OCTempSp,HSS.AHU3-2A.CoolingCoil.OCTempSp,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2A,,cooling_valve_command,HSS.AHU3-2A.CoolingCoil.CoolingValve,HSS.AHU3-2A.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2A,,operation_mode_or_status,HSS.AHU3-2A.Status,HSS.AHU3-2A.Status,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2A,,return_air_temperature,HSS.AHU3-2A.ReturnAirDuct.RaTemp,HSS.AHU3-2A.ReturnAirDuct.RaTemp,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2A,,supply_air_temperature,HSS.AHU3-2A.SupplyAirDuct.SaTemp,HSS.AHU3-2A.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2A,,supply_fan_command_or_status,HSS.AHU3-2A.Status,HSS.AHU3-2A.Status,,4,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2B,,airflow_or_airflow_switch,HSS.AHU3-2B.PEAF.Status,HSS.AHU3-2B.PEAF.Status,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2B,,cooling_coil_offcoil_temperature,HSS.AHU3-2B.CoolingCoil.OCTemp,HSS.AHU3-2B.CoolingCoil.OCTemp,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2B,,cooling_valve_command,HSS.AHU3-2B.CoolingCoil.CoolingValve,HSS.AHU3-2B.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2B,,operation_mode_or_status,HSS.AHU3-2B.Status,HSS.AHU3-2B.Status,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2B,,return_air_temperature,HSS.AHU3-2B.ReturnAirDuct.RaTemp,HSS.AHU3-2B.ReturnAirDuct.RaTemp,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2B,,supply_air_temperature,HSS.AHU3-2B.SupplyAirDuct.SaTemp,HSS.AHU3-2B.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-2B,,supply_fan_command_or_status,HSS.AHU3-2B.Status,HSS.AHU3-2B.Status,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3A,,airflow_or_airflow_switch,HSS.AHU3-3A.FAF.Status,HSS.AHU3-3A.FAF.Status,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3A,,cooling_coil_offcoil_temperature,HSS.AHU3-3A.CoolingCoil.OCTemp,HSS.AHU3-3A.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3A,,cooling_coil_offcoil_temperature_setpoint,HSS.AHU3-3A.CoolingCoil.OCTempSpB,HSS.AHU3-3A.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3A,,cooling_valve_command,HSS.AHU3-3A.CoolingCoil.CoolingValve,HSS.AHU3-3A.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3A,,operation_mode_or_status,HSS.AHU3-3A.Status,HSS.AHU3-3A.Status,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3A,,return_air_temperature,HSS.AHU3-3A.ReturnAirDuct.RaTemp,HSS.AHU3-3A.ReturnAirDuct.RaTemp,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3A,,supply_air_temperature,HSS.AHU3-3A.SupplyAirDuct.SaTemp,HSS.AHU3-3A.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3A,,supply_fan_command_or_status,HSS.AHU3-3A.Status,HSS.AHU3-3A.Status,,6,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3B,,airflow_or_airflow_switch,HSS.AHU3-3B.PEAF.Status,HSS.AHU3-3B.PEAF.Status,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3B,,cooling_coil_offcoil_temperature,HSS.AHU3-3B.CoolingCoil.OCTemp,HSS.AHU3-3B.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3B,,cooling_coil_offcoil_temperature_setpoint,HSS.AHU3-3B.CoolingCoil.OCTempSpB,HSS.AHU3-3B.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3B,,cooling_valve_command,HSS.AHU3-3B.CoolingCoil.CoolingValve,HSS.AHU3-3B.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3B,,operation_mode_or_status,HSS.AHU3-3B.Status,HSS.AHU3-3B.Status,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3B,,return_air_temperature,HSS.AHU3-3B.ReturnAirDuct.RaTemp,HSS.AHU3-3B.ReturnAirDuct.RaTemp,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3B,,supply_air_temperature,HSS.AHU3-3B.SupplyAirDuct.SaTemp,HSS.AHU3-3B.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHU3-3B,,supply_fan_command_or_status,HSS.AHU3-3B.Status,HSS.AHU3-3B.Status,,6,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,airflow_or_airflow_switch,HSS.AHUB1-1.PEAF.Status,HSS.AHUB1-1.PEAF.Status,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,cooling_coil_offcoil_temperature,HSS.AHUB1-1.CoolingCoil.OCTemp,HSS.AHUB1-1.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,cooling_coil_offcoil_temperature_setpoint,HSS.AHUB1-1.CoolingCoil.OCTempSpB,HSS.AHUB1-1.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,cooling_valve_command,HSS.AHUB1-1.CoolingCoil.CoolingValve,HSS.AHUB1-1.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,operation_mode_or_status,HSS.AHUB1-1.Status,HSS.AHUB1-1.Status,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,outdoor_air_damper_command,HSS.AHUB1-1.FreshAirDuct.FaDamper,HSS.AHUB1-1.FreshAirDuct.FaDamper,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,return_air_temperature,HSS.AHUB1-1.ReturnAirDuct.RaTemp,HSS.AHUB1-1.ReturnAirDuct.RaTemp,,3,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,supply_air_static_pressure,HSS.AHUB1-1.SupplyAirDuct.SaStatic,HSS.AHUB1-1.SupplyAirDuct.SaStatic,,2,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,supply_air_static_pressure_setpoint,HSS.AHUB1-1.SupplyAirDuct.SaStaticSp,HSS.AHUB1-1.SupplyAirDuct.SaStaticSp,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,supply_air_temperature,HSS.AHUB1-1.SupplyAirDuct.SaTemp,HSS.AHUB1-1.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
HSS,AHUB1-1,,supply_fan_command_or_status,HSS.AHUB1-1.Status,HSS.AHUB1-1.Status,,5,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,airflow_or_airflow_switch,S17.AHU1-1.SupplyAirFan.AirFlwR,S17.AHU1-1.SupplyAirFan.AirFlwR,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,cooling_coil_offcoil_temperature,S17.AHU1-1.CoolingCoil.OCTemp,S17.AHU1-1.CoolingCoil.OCTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,cooling_valve_command,S17.AHU1-1.CoolingCoil.CoolingValve,S17.AHU1-1.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,operation_mode_or_status,S17.AHU1-1.SupplyAirFan.StartStop,S17.AHU1-1.SupplyAirFan.StartStop,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,return_air_temperature,S17.AHU1-1.ReturnAirDuct.RaTemp,S17.AHU1-1.ReturnAirDuct.RaTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,supply_air_static_pressure,S17.AHU1-1.SupplyAirDuct.SaStatic,S17.AHU1-1.SupplyAirDuct.SaStatic,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,supply_air_static_pressure_setpoint,S17.AHU1-1.SupplyAirDuct.SaStaticSp,S17.AHU1-1.SupplyAirDuct.SaStaticSp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,supply_air_temperature,S17.AHU1-1.SupplyAirDuct.SaTemp,S17.AHU1-1.SupplyAirDuct.SaTemp,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,supply_air_temperature_setpoint,S17.AHU1-1.SupplyAirDuct.SaTempSp,S17.AHU1-1.SupplyAirDuct.SaTempSp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU1-1,,supply_fan_command_or_status,S17.AHU1-1.SupplyAirFan.VSD,S17.AHU1-1.SupplyAirFan.VSD,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,airflow_or_airflow_switch,S17.AHU2-1.SupplyAirFan.AirFlwR,S17.AHU2-1.SupplyAirFan.AirFlwR,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,cooling_coil_offcoil_temperature,S17.AHU2-1.CoolingCoil.OCTemp,S17.AHU2-1.CoolingCoil.OCTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,cooling_valve_command,S17.AHU2-1.CoolingCoil.CoolingValve,S17.AHU2-1.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,operation_mode_or_status,S17.AHU2-1.SupplyAirFan.StartStop,S17.AHU2-1.SupplyAirFan.StartStop,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,return_air_temperature,S17.AHU2-1.ReturnAirDuct.RaTemp,S17.AHU2-1.ReturnAirDuct.RaTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,supply_air_static_pressure,S17.AHU2-1.SupplyAirDuct.SaStatic,S17.AHU2-1.SupplyAirDuct.SaStatic,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,supply_air_static_pressure_setpoint,S17.AHU2-1.SupplyAirDuct.SaStaticSp,S17.AHU2-1.SupplyAirDuct.SaStaticSp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,supply_air_temperature,S17.AHU2-1.SupplyAirDuct.SaTemp,S17.AHU2-1.SupplyAirDuct.SaTemp,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,supply_air_temperature_setpoint,S17.AHU2-1.SupplyAirDuct.SaTempSp,S17.AHU2-1.SupplyAirDuct.SaTempSp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-1,,supply_fan_command_or_status,S17.AHU2-1.SupplyAirFan.VSD,S17.AHU2-1.SupplyAirFan.VSD,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-2A,,cooling_valve_command,S17.AHU2-2A.CoolingCoil.CoolingValve,S17.AHU2-2A.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-2A,,operation_mode_or_status,S17.AHU2-2A.SupplyAirFan.StartStop,S17.AHU2-2A.SupplyAirFan.StartStop,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-2B,,cooling_valve_command,S17.AHU2-2B.CoolingCoil.CoolingValve,S17.AHU2-2B.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-2B,,operation_mode_or_status,S17.AHU2-2B.SupplyAirFan.StartStop,S17.AHU2-2B.SupplyAirFan.StartStop,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-3,,operation_mode_or_status,S17.AHU2-3.SupplyAirFan.StartStop,S17.AHU2-3.SupplyAirFan.StartStop,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU2-4,,operation_mode_or_status,S17.AHU2-4.SupplyAirFan.StartStop,S17.AHU2-4.SupplyAirFan.StartStop,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,airflow_or_airflow_switch,S17.AHU3-1.PEAFSTS,S17.AHU3-1.PEAFSTS,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,cooling_coil_offcoil_temperature,S17.AHU3-1.CoolingCoil.OCTemp,S17.AHU3-1.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,cooling_coil_offcoil_temperature_setpoint,S17.AHU3-1.CoolingCoil.OCTempSpB,S17.AHU3-1.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,cooling_valve_command,S17.AHU3-1.CoolingCoil.CoolingValve,S17.AHU3-1.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,operation_mode_or_status,S17.AHU3-1.Mode,S17.AHU3-1.Mode,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,return_air_temperature,S17.AHU3-1.ReturnAirDuct.RaTemp,S17.AHU3-1.ReturnAirDuct.RaTemp,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,supply_air_static_pressure,S17.AHU3-1.SupplyAirDuct.SaStatic,S17.AHU3-1.SupplyAirDuct.SaStatic,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,supply_air_static_pressure_setpoint,S17.AHU3-1.SupplyAirDuct.SaStaticSp,S17.AHU3-1.SupplyAirDuct.SaStaticSp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,supply_air_temperature,S17.AHU3-1.SupplyAirDuct.SaTemp,S17.AHU3-1.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-1,,supply_fan_command_or_status,S17.AHU3-1.SupplyAirFan.VSD,S17.AHU3-1.SupplyAirFan.VSD,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-4,,cooling_coil_offcoil_temperature,S17.AHU3-4.CoolingCoil.OCTemp,S17.AHU3-4.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-4,,cooling_coil_offcoil_temperature_setpoint,S17.AHU3-4.CoolingCoil.OCTempSpB,S17.AHU3-4.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-4,,operation_mode_or_status,S17.AHU3-4.Mode,S17.AHU3-4.Mode,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-4,,outdoor_air_damper_command,S17.AHU3-4.FreshAirDuct.FaDamper,S17.AHU3-4.FreshAirDuct.FaDamper,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-4,,return_air_temperature,S17.AHU3-4.ReturnAirDuct.RaTemp,S17.AHU3-4.ReturnAirDuct.RaTemp,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-4,,supply_air_temperature,S17.AHU3-4.SupplyAirDuct.SaTemp,S17.AHU3-4.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-4,,supply_fan_command_or_status,S17.AHU3-4.SupplyAirFan.VSD,S17.AHU3-4.SupplyAirFan.VSD,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-5,,airflow_or_airflow_switch,S17.AHU3-5.SupplyAirFan.AirFlwR,S17.AHU3-5.SupplyAirFan.AirFlwR,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-5,,cooling_coil_offcoil_temperature,S17.AHU3-5.CoolingCoil.OCTemp,S17.AHU3-5.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-5,,cooling_coil_offcoil_temperature_setpoint,S17.AHU3-5.CoolingCoil.OCTempSpB,S17.AHU3-5.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-5,,cooling_valve_command,S17.AHU3-5.CoolingCoil.CoolingValve,S17.AHU3-5.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-5,,operation_mode_or_status,S17.AHU3-5.SupplyAirFan.StartStop,S17.AHU3-5.SupplyAirFan.StartStop,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-5,,outdoor_air_damper_command,S17.AHU3-5.FreshAirDuct.FaDamper,S17.AHU3-5.FreshAirDuct.FaDamper,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-5,,return_air_temperature,S17.AHU3-5.ReturnAirDuct.RaTemp,S17.AHU3-5.ReturnAirDuct.RaTemp,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-5,,supply_air_temperature,S17.AHU3-5.SupplyAirDuct.SaTemp,S17.AHU3-5.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU3-5,,supply_fan_command_or_status,S17.AHU3-5.SupplyAirFan.VSD,S17.AHU3-5.SupplyAirFan.VSD,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,airflow_or_airflow_switch,S17.AHU4-1.PEAFSTS,S17.AHU4-1.PEAFSTS,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,cooling_coil_offcoil_temperature,S17.AHU4-1.CoolingCoil.OCTemp,S17.AHU4-1.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,cooling_coil_offcoil_temperature_setpoint,S17.AHU4-1.CoolingCoil.OCTempSpB,S17.AHU4-1.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,cooling_valve_command,S17.AHU4-1.CoolingCoil.CoolingValve,S17.AHU4-1.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,operation_mode_or_status,S17.AHU4-1.Mode,S17.AHU4-1.Mode,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,return_air_temperature,S17.AHU4-1.ReturnAirDuct.RaTemp,S17.AHU4-1.ReturnAirDuct.RaTemp,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,supply_air_static_pressure,S17.AHU4-1.SupplyAirDuct.SaStatic,S17.AHU4-1.SupplyAirDuct.SaStatic,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,supply_air_static_pressure_setpoint,S17.AHU4-1.SupplyAirDuct.SaStaticSp,S17.AHU4-1.SupplyAirDuct.SaStaticSp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,supply_air_temperature,S17.AHU4-1.SupplyAirDuct.SaTemp,S17.AHU4-1.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU4-1,,supply_fan_command_or_status,S17.AHU4-1.SupplyAirFan.VSD,S17.AHU4-1.SupplyAirFan.VSD,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,airflow_or_airflow_switch,S17.AHU5-1.PEAFSTS,S17.AHU5-1.PEAFSTS,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,cooling_coil_offcoil_temperature,S17.AHU5-1.CoolingCoil.OCTemp,S17.AHU5-1.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,cooling_coil_offcoil_temperature_setpoint,S17.AHU5-1.CoolingCoil.OCTempSpB,S17.AHU5-1.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,cooling_valve_command,S17.AHU5-1.CoolingCoil.CoolingValve,S17.AHU5-1.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,operation_mode_or_status,S17.AHU5-1.Mode,S17.AHU5-1.Mode,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,return_air_temperature,S17.AHU5-1.ReturnAirDuct.RaTemp,S17.AHU5-1.ReturnAirDuct.RaTemp,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,supply_air_static_pressure,S17.AHU5-1.SupplyAirDuct.SaStatic,S17.AHU5-1.SupplyAirDuct.SaStatic,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,supply_air_static_pressure_setpoint,S17.AHU5-1.SupplyAirDuct.SaStaticSp,S17.AHU5-1.SupplyAirDuct.SaStaticSp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,supply_air_temperature,S17.AHU5-1.SupplyAirDuct.SaTemp,S17.AHU5-1.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU5-1,,supply_fan_command_or_status,S17.AHU5-1.SupplyAirFan.VSD,S17.AHU5-1.SupplyAirFan.VSD,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,airflow_or_airflow_switch,S17.AHU6-1.PEAF.Status,S17.AHU6-1.PEAF.Status,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,cooling_coil_offcoil_temperature,S17.AHU6-1.CoolingCoil.OCTemp,S17.AHU6-1.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,cooling_coil_offcoil_temperature_setpoint,S17.AHU6-1.CoolingCoil.OCTempSpB,S17.AHU6-1.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,cooling_valve_command,S17.AHU6-1.CoolingCoil.CoolingValve,S17.AHU6-1.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,operation_mode_or_status,S17.AHU6-1.Mode,S17.AHU6-1.Mode,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,return_air_temperature,S17.AHU6-1.ReturnAirDuct.RaTemp,S17.AHU6-1.ReturnAirDuct.RaTemp,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,supply_air_static_pressure,S17.AHU6-1.SupplyAirDuct.SaStatic,S17.AHU6-1.SupplyAirDuct.SaStatic,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,supply_air_static_pressure_setpoint,S17.AHU6-1.SupplyAirDuct.SaStaticSp,S17.AHU6-1.SupplyAirDuct.SaStaticSp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,supply_air_temperature,S17.AHU6-1.SupplyAirDuct.SaTemp,S17.AHU6-1.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-1,,supply_fan_command_or_status,S17.AHU6-1.PEAF.Status,S17.AHU6-1.PEAF.Status,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,airflow_or_airflow_switch,S17.AHU6-2.PEAF.Status,S17.AHU6-2.PEAF.Status,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,cooling_coil_offcoil_temperature,S17.AHU6-2.CoolingCoil.OCTemp,S17.AHU6-2.CoolingCoil.OCTemp,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,cooling_coil_offcoil_temperature_setpoint,S17.AHU6-2.CoolingCoil.OCTempSpB,S17.AHU6-2.CoolingCoil.OCTempSpB,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,cooling_valve_command,S17.AHU6-2.CoolingCoil.CoolingValve,S17.AHU6-2.CoolingCoil.CoolingValve,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,operation_mode_or_status,S17.AHU6-2.Mode,S17.AHU6-2.Mode,,4,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,return_air_temperature,S17.AHU6-2.ReturnAirDuct.RaTemp,S17.AHU6-2.ReturnAirDuct.RaTemp,,3,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,supply_air_static_pressure,S17.AHU6-2.SupplyAirDuct.SaStatic,S17.AHU6-2.SupplyAirDuct.SaStatic,,2,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,supply_air_static_pressure_setpoint,S17.AHU6-2.SupplyAirDuct.SaStaticSp,S17.AHU6-2.SupplyAirDuct.SaStaticSp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,supply_air_temperature,S17.AHU6-2.SupplyAirDuct.SaTemp,S17.AHU6-2.SupplyAirDuct.SaTemp,,1,first shortest matching PI point path for this AHU and canonical category
S17,AHU6-2,,supply_fan_command_or_status,S17.AHU6-2.PEAF.Status,S17.AHU6-2.PEAF.Status,,4,first shortest matching PI point path for this AHU and canonical category
